bussinessZones,city,cityPositionCounts,companyName,companySize,district,education,financeStage,industryField,positionID,positionLables,positionName,positionType1,postionType2,salary,workYear
NULL,北京,1066,北京三快在线科技有限公司,2000人以上,朝阳区,本科,D轮及以上,"移动互联网,O2O",4022061,"['大数据', '数据挖掘']",保险业务-数据分析师,产品/需求/项目类,数据分析,15k-30k,3-5年
"['五道口', '清华大学', '中关村']",北京,1066,人人贷商务顾问（北京）有限公司,500-2000人,海淀区,本科,A轮,金融,4088162,"['金融', '数据挖掘']",高级数据分析师,产品/需求/项目类,数据分析,15k-30k,3-5年
['德胜门'],北京,1066,北京国脉时空大数据科技有限公司,15-50人,西城区,不限,不需要融资,"企业服务,数据服务",3893528,[],数据分析师,开发/测试/运维类,数据开发,10K-20K,3-5年
['亚运村'],北京,1066,杭州橙鹰数据技术有限公司,150-500人,朝阳区,本科,不需要融资,数据服务,4089303,"['安全', '大数据', '数据挖掘']",数据分析/挖掘专家,产品/需求/项目类,数据分析,20K-35K,1-3年
"['白石桥', '魏公村', '北下关']",北京,1066,狮桥融资租赁（中国）有限公司,500-2000人,海淀区,本科,B轮,金融,4022513,"['运营', '建模', 'SPSS']",数据分析员,运营/编辑/客服,运营,6k-12k,1-3年
"['上地', '马连洼', '西二旗']",北京,1066,链家网（北京）科技有限公司,2000人以上,海淀区,本科,C轮,"移动互联网,O2O",4080405,"['房产服务', 'growth hacking', '大数据', '数据挖掘']",数据分析师 - 增长方向,产品/需求/项目类,数据分析,25k-50k,不限
['王府井'],北京,1066,银湖网络科技有限公司,2000人以上,东城区,本科,上市公司,"金融,移动互联网",3472528,['金融'],数据分析经理,产品/需求/项目类,数据分析,20k-30k,3-5年
NULL,北京,1066,北京搜狗科技发展有限公司,2000人以上,NULL,本科,C轮,"移动互联网,数据服务",2504533,['工具软件'],网页搜索-高级数据分析师,产品,产品经理,15k-30k,3-5年
"['上地', '马连洼', '西二旗']",北京,1066,车好多旧机动车经纪(北京)有限公司,2000人以上,海淀区,本科,B轮,O2O,3873006,"['大数据', '数据挖掘']",高级数据分析师,开发/测试/运维类,数据开发,18k-28k,3-5年
['中关村'],北京,1066,北京公瑾科技有限公司,500-2000人,海淀区,大专,B轮,"移动互联网,电子商务",4050371,"['运营', '大数据', '数据挖掘', 'SPSS']",数据分析经理,运营/编辑/客服,运营,15K-30K,3-5年
['望京'],北京,1066,优舫（北京）信息科技有限公司,2000人以上,朝阳区,本科,D轮及以上,"电子商务,移动互联网",3331056,"['中级', '大数据', '数据挖掘', 'SPSS']",高级数据分析师,开发/测试/运维类,数据开发,20k-25k,3-5年
"['团结湖', '三里屯', '工体']",北京,1066,信和惠民投资管理（北京）有限公司,2000人以上,朝阳区,本科,不需要融资,"移动互联网,金融",3108218,"['金融', '高级', '大数据', '数据挖掘']",数据分析师（总部）,产品/需求/项目类,数据分析,10k-20k,3-5年
"['西北旺', '上地', '马连洼']",北京,1066,北京嘀嘀无限科技发展有限公司,2000人以上,海淀区,本科,不需要融资,移动互联网,3932415,['BI'],数据分析师,产品/需求/项目类,数据分析,30k-50k,5-10年
"['望京', '来广营']",北京,1066,北京拉手网络技术有限公司,2000人以上,朝阳区,本科,D轮及以上,"移动互联网,电子商务",3299235,"['大数据', '数据挖掘', 'SPSS', '用户研究']",高级数据分析师,运营/编辑/客服,运营,15k-25k,3-5年
"['西北旺', '马连洼', '上地']",北京,1066,网易（杭州）有限公司,2000人以上,海淀区,硕士,上市公司,"电子商务,移动互联网",3499572,"['支付', '资深', '高级', 'SPSS']",数据分析师（lsht）,开发/测试/运维类,数据开发,18k-25k,3-5年
"['望京', '来广营', '望京', '来广营', '望京', '来广营']",北京,1066,北京三快在线科技有限公司,2000人以上,朝阳区,本科,D轮及以上,"移动互联网,O2O",3900137,"['大数据', 'SPSS', 'sas']",高级数据分析师,产品/需求/项目类,数据分析,20k-30k,3-5年
NULL,北京,1066,百度在线网络技术（北京）有限公司,2000人以上,海淀区,硕士,不需要融资,"移动互联网,数据服务",3992007,"['数据挖掘', 'SQL', '机器学习']",资深数据分析师,开发/测试/运维类,数据开发,25k-45k,3-5年
NULL,北京,1066,北京京东世纪贸易有限公司,2000人以上,大兴区,不限,上市公司,电子商务,3034998,"['电商', '业务运营', '数据挖掘', '用户研究']",高级数据分析师,产品/需求/项目类,数据分析,15k-25k,3-5年
"['五道口', '清华大学', '中关村']",北京,1066,人人贷商务顾问（北京）有限公司,500-2000人,海淀区,本科,A轮,金融,3862806,"['金融', '数据挖掘', 'SPSS']",BI分析师/数据分析师,产品/需求/项目类,数据分析,15k-30k,1-3年
"['中关村', '万泉河', '苏州街']",北京,1066,上海基分文化传播有限公司,500-2000人,海淀区,本科,不需要融资,移动互联网,4011016,"['大数据', '数据挖掘', 'BI']",高级数据分析,产品/需求/项目类,数据分析,20k-35k,3-5年
NULL,北京,1066,北京京东世纪贸易有限公司,2000人以上,大兴区,本科,上市公司,"电子商务,数据服务",3929679,"['风控', '策略', '建模']",数据分析师,开发/测试/运维类,数据开发,15k-25k,1-3年
['清河'],北京,1066,北京比特大陆科技有限公司,150-500人,海淀区,本科,不需要融资,"移动互联网,硬件",3311874,"['专员', '业务运营', '数据挖掘', 'SPSS', 'sas']",数据分析,产品/需求/项目类,数据分析,8k-14k,1-3年
"['团结湖', '三里屯', '工体']",北京,1066,北京瓴岳信息技术有限公司,150-500人,朝阳区,硕士,不需要融资,"移动互联网,金融",4087210,"['金融', '数据挖掘', 'SPSS']",数据分析工程师,开发/测试/运维类,数据开发,15k-30k,1-3年
"['花乡', '花乡', '丰台体育馆', '世界公园', '丰台体育馆', '世界公园']",北京,1066,信和惠民投资管理（北京）有限公司,2000人以上,丰台区,本科,不需要融资,"移动互联网,金融",3532429,"['大数据', '数据挖掘', 'SPSS', 'sas', '数据管理']",数据分析师,产品/需求/项目类,数据分析,10k-15k,1-3年
NULL,北京,1066,北京字节跳动科技有限公司,500-2000人,海淀区,本科,C轮,"移动互联网,数据服务",3862675,['产品'],资深数据分析师,运营/编辑/客服,运营,8k-16k,3-5年
"['北苑', '来广营']",北京,1066,北京善义善美科技有限公司,2000人以上,朝阳区,本科,D轮及以上,O2O,3910204,"['BI', '可视化', '业务运营', '数据挖掘', 'SPSS']",高级数据分析师,产品/需求/项目类,数据分析,15k-25k,3-5年
"['知春路', '学院路', '北太平庄']",北京,1066,北京智明星通软件科技有限公司,500-2000人,海淀区,本科,上市公司,"移动互联网,游戏",4081885,"['游戏', '大数据', 'BI', '业务运营', '数据挖掘']",高级数据分析师,产品/需求/项目类,数据分析,15k-30k,5-10年
"['大望路', '红庙', '华贸']",北京,1066,北京融贯电子商务有限公司,150-500人,朝阳区,本科,B轮,"移动互联网,电子商务",4101043,"['运营', '大数据', '数据挖掘']",数据分析,运营/编辑/客服,运营,8k-12k,1-3年
"['来广营', '望京']",北京,1066,北京亿心宜行汽车技术开发服务有限公司,500-2000人,朝阳区,本科,D轮及以上,"移动互联网,O2O",3855247,"['数据挖掘', '数据开发']",大数据分析师,开发/测试/运维类,数据开发,15k-25k,3-5年
['三元桥'],北京,1066,北京九斗数据服务有限公司,15-50人,朝阳区,本科,A轮,金融,3992241,"['金融', '证券']",资深数据分析师,开发/测试/运维类,数据开发,10k-15k,1-3年
"['望京', '来广营']",北京,1066,北京三快在线科技有限公司,2000人以上,朝阳区,硕士,D轮及以上,"移动互联网,O2O",3204871,"['本地生活', '数据挖掘', 'SPSS']",高级数据分析师,开发/测试/运维类,数据开发,15k-30k,3-5年
"['五道口', '清华大学', '中关村']",北京,1066,北京搜狗科技发展有限公司,2000人以上,海淀区,不限,C轮,"移动互联网,数据服务",3981448,['地图'],搜狗地图-数据分析师（派遣）-北京-03405,开发/测试/运维类,数据开发,4k-6k,1-3年
"['望京', '大山子', '来广营']",北京,1066,成都果小美网络科技有限公司,500-2000人,朝阳区,不限,C轮,"O2O,生活服务",4015794,"['主管', '经理', '顾问', '调研', '数字营销']",数据分析专员,市场/商务/销售类,市场/营销,10k-15k,1-3年
"['中关村', '苏州街', '苏州桥']",北京,1066,北京量科邦信息技术有限公司,150-500人,海淀区,本科,C轮,移动互联网,4084708,"['银行', '建模', '风控', '策略设计', '量化']",数据分析师,金融类,风控,15k-25k,1-3年
NULL,北京,1066,尼尔森网联媒介数据服务有限公司,150-500人,东城区,本科,不需要融资,数据服务,3288735,"['广告营销', '高级', 'SPSS', '数据管理']",数据分析,产品/需求/项目类,数据分析,4k-6k,1-3年
"['亦庄', '亦庄', '亦庄']",北京,1066,北京京东世纪贸易有限公司,2000人以上,大兴区,本科,上市公司,电子商务,3898091,"['电商', '大数据', '数据挖掘']",数据分析师,开发/测试/运维类,数据开发,10k-20k,3-5年
['魏公村'],北京,1066,北京慕课科技中心,50-150人,海淀区,本科,不需要融资,"移动互联网,教育",3819048,"['电商', 'EXCEL', 'SPSS', 'sas']",数据分析讲师,开发/测试/运维类,数据开发,10k-20k,1-3年
"['西北旺', '马连洼']",北京,1066,百度在线网络技术（北京）有限公司,2000人以上,海淀区,本科,不需要融资,"移动互联网,数据服务",4056425,"['广告营销', 'Java', 'C/C++', 'linux', 'spark', 'hadoop']",数据分析研发工程师,开发/测试/运维类,后端开发,15k-30k,1-3年
"['北京大学', '中关村', '苏州街']",北京,1066,腾讯科技(深圳)有限公司,2000人以上,海淀区,本科,上市公司,"移动互联网 ,游戏",3413899,['数据挖掘'],23048-数据分析师,开发/测试/运维类,数据开发,18k-36k,3-5年
NULL,北京,1066,云智惠（北京）投资管理有限公司,500-2000人,朝阳区,大专,未融资,金融,4013250,"['金融', '运营']",数据分析专员,产品/需求/项目类,数据分析,6k-8k,1-3年
"['五道口', '清华大学', '中关村']",北京,1066,人人贷商务顾问（北京）有限公司,500-2000人,海淀区,本科,A轮,金融,4007760,"['金融', '大数据', '数据挖掘', '数据仓库', 'SPSS']",数据分析师,产品/需求/项目类,数据分析,9k-16k,1-3年
NULL,北京,1066,北京字节跳动科技有限公司,500-2000人,海淀区,本科,C轮,"移动互联网,数据服务",3516055,[],商业化数据分析师,产品/需求/项目类,数据分析,20k-40k,1-3年
NULL,北京,1066,北京天学网教育科技股份有限公司,500-2000人,海淀区,本科,上市公司,移动互联网,4084489,"['专家', '高级', '中级', '数据挖掘']",大数据分析师,开发/测试/运维类,数据开发,20k-40k,3-5年
"['望京', '来广营']",北京,1066,马上消费金融股份有限公司,2000人以上,朝阳区,本科,不需要融资,"金融,移动互联网",3529028,"['SQL', 'SPSS', 'sas']",数据分析师,市场/商务/销售类,市场/营销,8k-16k,3-5年
"['望京', '大山子', '花家地']",北京,1066,快看世界（北京）科技有限公司,150-500人,朝阳区,本科,D轮及以上,"移动互联网,文化娱乐",4006595,"['金融', '数据挖掘', '用户研究']",数据分析,开发/测试/运维类,数据开发,15k-30k,1-3年
"['望京', '来广营', '望京', '来广营']",北京,1066,北京三快在线科技有限公司,2000人以上,朝阳区,本科,D轮及以上,"移动互联网,O2O",2728418,"['旅游', '资深']",数据分析师,开发/测试/运维类,数据开发,15k-25k,1-3年
"['五道口', '清华大学', '中关村']",北京,1066,北京搜狗科技发展有限公司,2000人以上,海淀区,本科,C轮,"移动互联网,数据服务",3274713,"['大数据', '数据挖掘']",商业营销-高级数据分析师,产品/需求/项目类,数据分析,15k-30k,3-5年
"['呼家楼', '朝外', '呼家楼', '朝外', '朝阳门', '朝阳门']",北京,1066,富银金融信息服务（北京）有限公司,50-150人,朝阳区,本科,不需要融资,金融,3694134,"['数据挖掘', 'sas']",数据分析师,开发/测试/运维类,数据开发,13k-25k,3-5年
"['上地', '西北旺', '马连洼', '上地', '西北旺', '马连洼', '上地', '西北旺', '马连洼']",北京,1066,北京斗米优聘科技发展有限公司,500-2000人,海淀区,本科,B轮,"移动互联网,O2O",3898227,"['高级', '大数据', '数据挖掘', 'SPSS']",数据分析师,产品/需求/项目类,数据分析,7k-14k,1-3年
NULL,北京,1066,北京光宇在线科技有限责任公司,2000人以上,海淀区,本科,上市公司,游戏,4025148,"['数据挖掘', 'SPSS', '数据管理']",数据分析专员,开发/测试/运维类,数据开发,6k-10k,1-3年
"['大山子', '酒仙桥', '将台路']",北京,1066,易联汇华（北京）科技有限公司,500-2000人,朝阳区,本科,C轮,"移动互联网,金融",3618803,"['金融', '数据挖掘', 'SPSS', 'sas']",数据分析师,开发/测试/运维类,数据开发,9k-15k,1-3年
"['大望路', '红庙']",北京,1066,普信恒业科技发展（北京）有限公司,2000人以上,朝阳区,本科,上市公司,金融,4052937,"['高级', '大数据', '数据挖掘']",数据分析经理,开发/测试/运维类,数据开发,25k-45k,5-10年
"['朝阳公园', '石佛营', '甜水园']",北京,1066,乐视网信息技术（北京）股份有限公司,2000人以上,朝阳区,本科,上市公司,移动互联网,4027218,['产品运营'],数据分析师/高级数据分析师,产品/需求/项目类,数据分析,12k-24k,3-5年
"['高碑店', '定福庄', '管庄']",北京,1066,北京卡车之家信息技术股份有限公司,150-500人,朝阳区,本科,C轮,移动互联网,4022853,"['资深', '大数据', '商业', '业务运营']",高级数据分析师,产品/需求/项目类,数据分析,25k-50k,3-5年
"['和平里', '雍和宫', '安定门']",北京,1066,华惠金服信息科技（北京）有限公司,50-150人,东城区,硕士,不需要融资,"金融,移动互联网",4086211,"['资深', '高级', '大数据', '数据挖掘']",数据分析师,产品/需求/项目类,数据分析,15k-25k,3-5年
NULL,北京,1066,北京嘀嘀无限科技发展有限公司,2000人以上,海淀区,本科,不需要融资,移动互联网,4021622,['滴滴'],高级数据分析师(J171225003),数据分析,[数据分析],20k-35k,3-5年
NULL,北京,1066,车好多旧机动车经纪(北京)有限公司,2000人以上,朝阳区,本科,B轮,O2O,3936013,"['资深', '高级', '运营']",数据分析主管,产品/需求/项目类,数据分析,8k-15k,1-3年
"['西北旺', '上地', '清河']",北京,1066,北京小度信息科技有限公司,2000人以上,海淀区,本科,不需要融资,"移动互联网,O2O",3807907,"['数据挖掘', 'SPSS', 'sas']",高级数据分析师,运营/编辑/客服,运营,10k-20k,3-5年
['广渠门'],北京,1066,杏树林信息技术（北京）有限公司,150-500人,东城区,大专,C轮,"移动互联网,医疗健康",3690416,"['医疗健康', '大数据', '二次元', '活动运营']",数据分析师-医疗,开发/测试/运维类,数据开发,10k-20k,1-3年
"['雍和宫', '雍和宫', '和平里', '北新桥', '和平里', '北新桥']",北京,1066,北京酷云互动科技有限公司,150-500人,东城区,本科,C轮,"数据服务,广告营销",3421953,"['视频', '媒体', '广告营销', '策划', 'SPSS']",数据分析专员经理,开发/测试/运维类,数据开发,8k-12k,1-3年
"['望京', '望京', '来广营', '来广营']",北京,1066,北京三快在线科技有限公司,2000人以上,朝阳区,本科,D轮及以上,"移动互联网,O2O",3167634,"['旅游', '商业', 'SQL', 'SPSS', 'sas']",高级数据分析师,产品/需求/项目类,数据分析,20k-30k,3-5年
"['CBD', 'CBD', '大望路', '大望路', '建国路', '建国路']",北京,1066,普信恒业科技发展（北京）有限公司,2000人以上,朝阳区,不限,上市公司,金融,3266338,['专家'],数据分析经理-评分卡、模型、SAS,金融类,风控,8k-12k,不限
"['望京', '大山子', '酒仙桥']",北京,1066,北京启萌教育科技有限公司,150-500人,朝阳区,本科,A轮,"移动互联网,教育",3992668,"['大数据', 'SPSS', '数据管理']",数据分析专员,产品/需求/项目类,数据分析,6k-12k,1-3年
"['朝阳门', '朝阳门', '朝外', '朝外', '建国门', '建国门']",北京,1066,北京捷越联合信息咨询有限公司,2000人以上,东城区,本科,不需要融资,金融,3598652,"['数据挖掘', 'SPSS', 'sas']",业务分析师（数据分析）,开发/测试/运维类,数据开发,15k-30k,3-5年
"['前门', '崇文门', '北京站']",北京,1066,玖富金科控股集团有限责任公司,2000人以上,朝阳区,本科,C轮,金融,3939615,"['金融', '理财', '策略', '互金']",金融产品研究及数据分析师,产品/需求/项目类,数据分析,15k-25k,3-5年
"['望京', '大山子', '花家地']",北京,1066,北京秒针信息咨询有限公司,150-500人,朝阳区,本科,D轮及以上,"数据服务,广告营销",1064711,['广告营销'],数据分析专员,运营,运营,4k-8k,1-3年
"['清河', '西三旗', '上地', '清河', '清河', '西三旗', '西三旗', '上地', '上地']",北京,1066,北京小米科技有限责任公司,2000人以上,海淀区,本科,D轮及以上,移动互联网,3937255,[],有品-数据分析师,运营/编辑/客服,运营,15k-25k,3-5年
['望京'],北京,1066,上海蓝色光标品牌顾问有限公司,2000人以上,朝阳区,本科,上市公司,"广告营销,企业服务",3544317,"['金融', '大数据', 'SPSS', 'sas']",数据分析师,开发/测试/运维类,数据开发,8k-15k,1-3年
"['上地', '马连洼', '西二旗']",北京,1066,竞技世界（北京）网络技术有限公司,500-2000人,海淀区,本科,不需要融资,"移动互联网,游戏",4068242,"['游戏', '大数据', '数据挖掘']",高级数据分析/挖掘工程师,开发/测试/运维类,数据开发,17k-32k,3-5年
"['上地', '马连洼', '西二旗']",北京,1066,车好多旧机动车经纪(北京)有限公司,2000人以上,海淀区,本科,B轮,O2O,4052841,"['数据挖掘', 'hive', 'SPSS']",商业分析/数据分析,开发/测试/运维类,数据开发,20k-40k,3-5年
"['大望路', '华贸', '百子湾']",北京,1066,北京新工场投资顾问有限公司,50-150人,朝阳区,本科,A轮,"移动互联网,金融",3803867,[],数据分析师,开发/测试/运维类,数据开发,10k-20k,1-3年
"['北苑', '来广营', '奥运村']",北京,1066,北京五八到家信息技术有限公司,2000人以上,朝阳区,本科,A轮,"O2O,生活服务",4017310,"['高级', '业务运营']",资深数据分析,产品/需求/项目类,数据分析,10k-20k,3-5年
"['建国门', '北京站']",北京,1066,分享汇科技（北京）有限公司,500-2000人,东城区,不限,C轮,"移动互联网,O2O",3711564,"['高级', '大数据', 'BI', '商业', '业务运营']",数据分析师,产品/需求/项目类,数据分析,15k-30k,1-3年
"['西二旗', '西北旺', '上地']",北京,1066,小船出海教育科技（北京）有限公司,500-2000人,海淀区,本科,C轮,"移动互联网,教育",3820421,"['SPSS', 'sas']",数据分析师,市场/商务/销售类,市场/营销,15k-25k,3-5年
"['酒仙桥', '大山子']",北京,1066,北京智充科技有限公司,50-150人,朝阳区,本科,A轮,"移动互联网,O2O",4100904,"['高级', '大数据', '商业', '数据挖掘']",数据分析师/数据科学家,产品/需求/项目类,数据分析,15k-25k,3-5年
NULL,北京,1066,北京三快在线科技有限公司,2000人以上,朝阳区,本科,D轮及以上,"移动互联网,O2O",4046188,"['支付', '银行', '理财', 'BI', 'sas']",数据分析师-—金融支付客服业务,产品/需求/项目类,数据分析,10k-20k,1-3年
"['建国门', '国贸', 'CBD']",北京,1066,探探科技（北京）有限公司,150-500人,朝阳区,本科,D轮及以上,"移动互联网,社交网络",2634257,['社交'],数据分析师（可实习）,产品/需求/项目类,数据分析,8k-15k,不限
['团结湖'],北京,1066,北京福六投资管理有限公司,150-500人,朝阳区,大专,不需要融资,"金融,移动互联网",3342416,['项目管理'],数据分析师,金融类,管理岗,8K-15K,1年以下
"['西北旺', '上地', '清河']",北京,1066,北京小度信息科技有限公司,2000人以上,海淀区,本科,不需要融资,"移动互联网,O2O",3080148,"['金融', '大数据', '业务', '策略分析']",数据分析师,市场/商务/销售类,市场/营销,7k-12k,1-3年
"['大望路', '红庙', '华贸']",北京,1066,普信恒业科技发展（北京）有限公司,2000人以上,朝阳区,本科,上市公司,金融,3715257,"['金融', 'BI', '数据管理']",数据分析主管,产品/需求/项目类,数据分析,18k-28k,3-5年
NULL,北京,1066,宝宝树（北京）信息技术有限公司,500-2000人,朝阳区,本科,D轮及以上,社交网络,3516003,"['电商', 'SPSS']",数据分析师,开发/测试/运维类,数据开发,10k-20k,3-5年
"['来广营', '望京', '来广营', '来广营', '望京', '望京']",北京,1066,北京尚德在线教育科技有限公司,2000人以上,朝阳区,本科,B轮,教育,3818818,"['教育', '业务运营', '数据挖掘', 'SPSS']",数据分析师,产品/需求/项目类,数据分析,10K-20K,3-5年
"['五道口', '清华大学', '中关村']",北京,1066,人人贷商务顾问（北京）有限公司,500-2000人,海淀区,本科,A轮,金融,4090153,"['金融', '资深', '数据挖掘']",高级数据分析师,开发/测试/运维类,数据开发,15k-30k,5-10年
['广渠门'],北京,1066,杏树林信息技术（北京）有限公司,150-500人,东城区,大专,C轮,"移动互联网,医疗健康",3690409,"['医疗健康', '运营', '大数据']",数据分析师,开发/测试/运维类,数据开发,10k-20k,1-3年
"['望京', '大山子', '酒仙桥']",北京,1066,北京果敢时代科技有限公司,150-500人,朝阳区,本科,C轮,"移动互联网,电子商务",3790455,"['电商', '数据挖掘', 'SPSS', 'sas']",大数据分析师,开发/测试/运维类,数据开发,20k-40k,5-10年
"['望京', '大山子', '来广营']",北京,1066,成都果小美网络科技有限公司,500-2000人,朝阳区,本科,C轮,"O2O,生活服务",4015792,"['资深', '高级', '数据挖掘', '人工智能']",数据分析专家,开发/测试/运维类,数据开发,20k-30k,1-3年
NULL,北京,1066,北京嘀嘀无限科技发展有限公司,2000人以上,海淀区,本科,不需要融资,移动互联网,3917139,['滴滴'],数据分析岗(J171201006),数据开发,[数据开发],25k-30k,5-10年
"['北京大学', '颐和园', '中关村']",北京,1066,上海卓赞信息技术有限公司,500-2000人,海淀区,不限,C轮,教育,4054032,"['金融', '电商', '移动互联网', '高级', '大数据']",数据分析师,产品/需求/项目类,数据分析,10k-20k,不限
"['四惠', '大望路']",北京,1066,广州数说故事信息科技有限公司,150-500人,朝阳区,本科,B轮,数据服务,3994699,"['广告营销', '市场', '经理', '调研', 'SPSS']",高级数据分析师-北京-00232,市场/商务/销售类,市场/营销,10k-15k,3-5年
"['望京', '来广营', '花家地']",北京,1066,北京花生便利科技有限公司,50-150人,朝阳区,本科,未融资,"移动互联网,生活服务",4065359,"['大数据', 'spark', 'hadoop', 'hive']",高级/资深数据分析师,产品/需求/项目类,数据分析,15k-30k,3-5年
"['望京', '来广营']",北京,1066,北京三快在线科技有限公司,2000人以上,朝阳区,本科,D轮及以上,"移动互联网,O2O",4023375,"['旅游', '电商', '高级', '商业', '业务运营']",数据分析经理,产品/需求/项目类,数据分析,10k-20k,3-5年
['王府井'],北京,1066,宁波梅山保税港区诚安聚立金融信息服务有限公司,50-150人,东城区,本科,天使轮,"金融,企业服务",3991895,"['金融', '建模', '风控', 'R', 'python']",资深数据分析师,金融类,风控,20k-35k,3-5年
"['花乡', '丰台体育馆', '世界公园', '花乡', '丰台体育馆', '世界公园', '花乡', '丰台体育馆', '世界公园']",北京,1066,信和惠民投资管理（北京）有限公司,2000人以上,丰台区,本科,不需要融资,"移动互联网,金融",3878878,"['金融', '资深', '大数据', 'BI', 'growth hacking']",【急聘】数据分析师,产品/需求/项目类,数据分析,12k-18k,3-5年
NULL,北京,1066,随行付支付有限公司,500-2000人,海淀区,本科,上市公司,金融,4001539,"['金融', '高级', '中级', '初级', '数据挖掘']",数据分析工程师,开发/测试/运维类,数据开发,15k-28k,3-5年
"['安贞', '小关', '亚运村']",北京,1066,中信百信银行股份有限公司,150-500人,朝阳区,本科,不需要融资,"金融,移动互联网",3956842,"['金融', '大数据', 'BI', '风控']",高级数据分析师,产品/需求/项目类,数据分析,30k-50k,5-10年
"['苏州街', '北京大学', '颐和园']",北京,1066,北京因果树网络科技有限公司,50-150人,海淀区,本科,B轮,金融,3891140,"['金融', '行业研究']",高级数据分析师,开发/测试/运维类,数据开发,10k-20k,3-5年
"['团结湖', '朝阳公园', '水碓子']",北京,1066,北京互连众信科技有限公司,150-500人,朝阳区,本科,B轮,"移动互联网,O2O",3615419,"['大数据', '数据挖掘']",数据分析（贷后）,开发/测试/运维类,数据开发,10k-20k,3-5年
"['朝阳门', '朝外', '东四']",北京,1066,凡普金科企业发展（上海）有限公司,2000人以上,东城区,本科,不需要融资,金融,3946792,"['金融', '数据挖掘']",高级数据分析师,开发/测试/运维类,数据开发,20k-40k,3-5年
NULL,北京,1066,探探科技（北京）有限公司,150-500人,朝阳区,本科,D轮及以上,"移动互联网,社交网络",4090814,"['社交', '大数据', '用户研究']",数据分析经理,产品/需求/项目类,数据分析,20k-40k,3-5年
NULL,北京,1066,北京京东世纪贸易有限公司,2000人以上,通州区,本科,上市公司,电子商务,2150279,[],数据分析师,设计,数据分析,6k-12k,3-5年
"['西二旗', '回龙观', '清河']",北京,1066,北京火币天下网络技术有限公司,150-500人,海淀区,本科,A轮,"移动互联网,金融",3912590,"['金融', '运营']",数据分析,运营/编辑/客服,运营,8k-15k,1-3年
NULL,北京,1066,北京字节跳动科技有限公司,500-2000人,海淀区,本科,C轮,"移动互联网,数据服务",3523661,[],数据分析经理,产品/需求/项目类,数据分析,13k-25k,3-5年
"['大望路', 'CBD']",北京,1066,耀盛投资管理集团有限公司,150-500人,朝阳区,大专,不需要融资,"金融,移动互联网",3424300,"['算法', '数据挖掘', '机器学习', '图形处理']",数据分析工程师,开发/测试/运维类,数据开发,20k-30k,3-5年
"['西北旺', '马连洼']",北京,1066,百度在线网络技术（北京）有限公司,2000人以上,海淀区,本科,不需要融资,"移动互联网,数据服务",4083923,"['数据挖掘', '大数据', 'BI']",数据分析师,开发/测试/运维类,数据开发,15k-25k,1-3年
"['大山子', '酒仙桥']",北京,1066,途家网网络技术（北京）有限公司,500-2000人,朝阳区,本科,D轮及以上,"移动互联网,O2O",4025516,"['金融', '数据挖掘', 'SPSS']",数据分析师-厦门J10073,开发/测试/运维类,数据开发,8k-15k,不限
NULL,北京,1066,北京三快在线科技有限公司,2000人以上,朝阳区,本科,D轮及以上,"移动互联网,O2O",4056194,"['电商', '零售']",商业分析/数据分析/策略运营,产品/需求/项目类,数据分析,15k-25k,1-3年
['王府井'],北京,1066,宁波梅山保税港区诚安聚立金融信息服务有限公司,50-150人,东城区,本科,天使轮,"金融,企业服务",3803325,"['金融', '大数据', '数据挖掘', 'SPSS', 'sas']",数据分析师,开发/测试/运维类,数据开发,8k-15k,1-3年
"['双井', '广渠门', 'CBD', '双井', '广渠门', 'CBD', '双井', '广渠门', 'CBD']",北京,1066,河北幸福消费金融股份有限公司,50-150人,朝阳区,本科,不需要融资,"移动互联网,金融",3939986,"['高级', '大数据', '数据挖掘']",数据分析师,产品/需求/项目类,数据分析,20k-40k,3-5年
"['朝外', '朝阳门', '工体', '朝外', '朝阳门', '朝外', '工体', '朝阳门', '工体']",北京,1066,贝壳金控控股集团有限公司,500-2000人,朝阳区,本科,未融资,金融、移动互联网,3852054,"['数据挖掘', 'SPSS']",数据分析师,产品/需求/项目类,数据分析,18k-35k,3-5年
"['中关村', '知春路', '双榆树']",北京,1066,百融（北京）金融信息服务股份有限公司,150-500人,海淀区,本科,B轮,"金融,数据服务",3022225,"['金融', '数据挖掘', 'SPSS', 'sas']",数据分析师,产品/需求/项目类,数据分析,15k-25k,不限
"['团结湖', '三里屯', '工体']",北京,1066,信和惠民投资管理（北京）有限公司,2000人以上,朝阳区,本科,不需要融资,"移动互联网,金融",3859806,"['金融', '数据挖掘', 'SPSS', 'sas']",数据分析主管（丰台）,产品/需求/项目类,数据分析,10k-20k,3-5年
"['望京', '来广营', '花家地']",北京,1066,优舫（北京）信息科技有限公司,2000人以上,朝阳区,本科,D轮及以上,"电子商务,移动互联网",3303733,"['资深', '大数据', '数据挖掘', '建模']",高级数据分析师,产品/需求/项目类,数据分析,15k-20k,3-5年
"['上地', '西北旺', '马连洼']",北京,1066,车好多旧机动车经纪(北京)有限公司,2000人以上,海淀区,本科,B轮,O2O,3685973,"['大数据', '数据挖掘', 'SPSS']",数据分析师-数据平台,产品/需求/项目类,数据分析,15k-30k,3-5年
"['五道口', '清华大学', '中关村']",北京,1066,北京达佳互联信息技术有限公司,500-2000人,海淀区,本科,D轮及以上,移动互联网,4099611,['商业'],高级数据分析师,产品/需求/项目类,数据分析,15k-30k,3-5年
